inte',$S_0$,$S_1$,$S_2$,aero',$S_0$,$S_1$,$S_2$,dist',$S_0$,$S_1$,$S_2$,obse',$S_0$,$S_1$,$S_2$,ctrl',$S_0$,$S_1$,$S_2$
36.703125,0.45784,-0.161623,-4.495637,36.703125,0.063922,-5.901557,-1.795148,36.703125,0.521762,-6.06318,-6.290785,36.703125,0.529109,-5.420889,-6.268679,36.703125,163027.9825,-1.40E+06,-5.15E+06
36.759444,0.450388,-0.191375,-4.389655,36.759444,0.057271,-5.421112,-1.628562,36.759444,0.507658,-5.612487,-6.018217,36.759444,0.522437,-5.61753,-6.217569,36.759444,163027.9773,-1.40E+06,-5.15E+06
36.81212,0.451776,-0.218465,-4.367422,36.81212,0.055913,-5.427823,-1.608418,36.81212,0.50769,-5.646288,-5.97584,36.81212,0.516867,-5.716658,-6.149687,36.81212,163027.9729,-1.40E+06,-5.15E+06
36.856052,0.456027,-0.241388,-4.37703,36.856052,0.052961,-5.254823,-1.537939,36.856052,0.508988,-5.49621,-5.914969,36.856052,0.514176,-5.701501,-6.086987,36.856052,163027.969,-1.40E+06,-5.15E+06
36.913244,0.457902,-0.268956,-4.352277,36.913244,0.053329,-5.447537,-1.56727,36.913244,0.51123,-5.716493,-5.919547,36.913244,0.513295,-5.591975,-6.007334,36.913244,163027.9634,-1.40E+06,-5.15E+06
36.95754,0.455355,-0.286338,-4.290932,36.95754,0.049909,-5.220139,-1.480333,36.95754,0.505264,-5.506477,-5.771265,36.95754,0.511248,-5.555506,-5.93808,36.95754,163027.9597,-1.40E+06,-5.15E+06
37.004565,0.444664,-0.297436,-4.145403,37.004565,0.046139,-4.955047,-1.381996,37.004565,0.490803,-5.252483,-5.527399,37.004565,0.507375,-5.615461,-5.863376,37.004565,163027.9568,-1.40E+06,-5.15E+06
37.054253,0.434668,-0.306123,-4.000023,37.054253,0.059849,-6.621561,-1.811577,37.054253,0.494517,-6.927684,-5.811599,37.054253,0.500835,-5.749183,-5.769669,37.054253,163027.9552,-1.40E+06,-5.15E+06
37.10444,0.428056,-0.314157,-3.883487,37.10444,0.054807,-6.258655,-1.676868,37.10444,0.482863,-6.572812,-5.560355,37.10444,0.493709,-5.880405,-5.664092,37.10444,163027.9545,-1.40E+06,-5.15E+06
37.150987,0.431183,-0.326531,-3.86004,37.150987,0.047557,-5.598752,-1.469681,37.150987,0.478741,-5.925283,-5.329721,37.150987,0.487704,-5.920958,-5.552419,37.150987,163027.9541,-1.40E+06,-5.15E+06
37.212631,0.436318,-0.34308,-3.837071,37.212631,0.041163,-5.048859,-1.288865,37.212631,0.477481,-5.391939,-5.125935,37.212631,0.483349,-5.839846,-5.40846,37.212631,163027.9531,-1.40E+06,-5.15E+06
37.264193,0.433427,-0.350269,-3.751833,37.264193,0.04447,-5.648069,-1.407664,37.264193,0.477897,-5.998338,-5.159497,37.264193,0.481063,-5.754661,-5.295354,37.264193,163027.952,-1.40E+06,-5.15E+06
37.311027,0.427423,-0.352344,-3.643102,37.311027,0.04197,-5.507383,-1.341885,37.311027,0.469393,-5.859727,-4.984987,37.311027,0.477892,-5.724031,-5.190225,37.311027,163027.9517,-1.40E+06,-5.15E+06
37.362218,0.41611,-0.347978,-3.480534,37.362218,0.042202,-5.747949,-1.364546,37.362218,0.458312,-6.095927,-4.84508,37.362218,0.471937,-5.799584,-5.071174,37.362218,163027.9527,-1.40E+06,-5.15E+06
37.417435,0.406126,-0.3423,-3.323409,37.417435,0.042381,-6.020954,-1.387634,37.417435,0.448507,-6.363254,-4.711043,37.417435,0.463686,-5.935568,-4.933688,37.417435,163027.9551,-1.40E+06,-5.15E+06
37.466261,0.404396,-0.341908,-3.244868,37.466261,0.039614,-5.850026,-1.311951,37.466261,0.44401,-6.191935,-4.556819,37.466261,0.456483,-6.013446,-4.803332,37.466261,163027.9578,-1.40E+06,-5.15E+06
37.51166,0.409835,-0.347584,-3.231317,37.51166,0.036279,-5.557129,-1.214472,37.51166,0.446113,-5.904714,-4.445789,37.51166,0.451904,-5.973254,-4.679735,37.51166,163027.9599,-1.40E+06,-5.15E+06
37.558127,0.41316,-0.351377,-3.199254,37.558127,0.036726,-5.841089,-1.243033,37.558127,0.449886,-6.192466,-4.442287,37.558127,0.449454,-5.866126,-4.560902,37.558127,163027.9616,-1.40E+06,-5.15E+06
37.614175,0.410114,-0.348991,-3.104095,37.614175,0.032472,-5.406624,-1.11388,37.614175,0.442587,-5.755615,-4.217975,37.614175,0.447297,-5.742686,-4.426374,37.614175,163027.9634,-1.40E+06,-5.15E+06
37.673421,0.398678,-0.336945,-2.938087,37.673421,0.032093,-5.618562,-1.117244,37.673421,0.430771,-5.955506,-4.055331,37.673421,0.442268,-5.750079,-4.285695,37.673421,163027.9667,-1.40E+06,-5.15E+06
37.726447,0.387702,-0.323272,-2.783751,37.726447,0.031546,-5.789574,-1.113712,37.726447,0.419248,-6.112846,-3.897463,37.726447,0.434578,-5.873652,-4.153298,37.726447,163027.9711,-1.40E+06,-5.15E+06
37.779765,0.383468,-0.314513,-2.681293,37.779765,0.029205,-5.631016,-1.046501,37.779765,0.412674,-5.945528,-3.727794,37.779765,0.426662,-5.976271,-4.014738,37.779765,163027.9762,-1.40E+06,-5.15E+06
37.824178,0.385535,-0.312068,-2.63853,37.824178,0.026387,-5.305644,-0.957662,37.824178,0.411921,-5.617712,-3.596192,37.824178,0.421666,-5.979534,-3.898907,37.824178,163027.9803,-1.40E+06,-5.15E+06
37.872316,0.387844,-0.309648,-2.594031,37.872316,0.026361,-5.549082,-0.97029,37.872316,0.414205,-5.85873,-3.564321,37.872316,0.418602,-5.904261,-3.779956,37.872316,163027.9841,-1.40E+06,-5.15E+06
37.922646,0.390174,-0.307368,-2.548856,37.922646,0.0252,-5.566172,-0.941516,37.922646,0.415374,-5.873541,-3.490372,37.922646,0.417311,-5.755471,-3.66145,37.922646,163027.9874,-1.40E+06,-5.15E+06
37.97979,0.384132,-0.296234,-2.437637,37.97979,0.024355,-5.688907,-0.926173,37.97979,0.408488,-5.985141,-3.36381,37.97979,0.414124,-5.690425,-3.532616,37.97979,163027.9917,-1.40E+06,-5.15E+06
38.028127,0.373988,-0.281539,-2.310715,38.028127,0.023375,-5.734186,-0.903128,38.028127,0.397363,-6.015725,-3.213842,38.028127,0.409495,-5.737476,-3.426138,38.028127,163027.9963,-1.40E+06,-5.15E+06
38.076418,0.367014,-0.268611,-2.20576,38.076418,0.022429,-5.790298,-0.881421,38.076418,0.389443,-6.058909,-3.087181,38.076418,0.402923,-5.838178,-3.314848,38.076418,163028.0017,-1.40E+06,-5.15E+06
38.126065,0.363646,-0.2582,-2.124098,38.126065,0.020747,-5.654499,-0.830561,38.126065,0.384394,-5.912698,-2.95466,38.126065,0.396772,-5.911559,-3.201038,38.126065,163028.0074,-1.40E+06,-5.15E+06
38.183129,0.370196,-0.255173,-2.097814,38.183129,0.018312,-5.318,-0.749497,38.183129,0.388508,-5.573173,-2.847311,38.183129,0.392372,-5.846689,-3.07005,38.183129,163028.0133,-1.40E+06,-5.15E+06
38.228087,0.371151,-0.249761,-2.053005,38.228087,0.016072,-4.908639,-0.669726,38.228087,0.387222,-5.1584,-2.722731,38.228087,0.390973,-5.751897,-2.976557,38.228087,163028.0172,-1.40E+06,-5.15E+06
38.280442,0.368402,-0.240531,-1.979851,38.280442,0.017003,-5.512001,-0.72412,38.280442,0.385405,-5.752532,-2.703972,38.280442,0.38943,-5.657541,-2.873198,38.280442,163028.0217,-1.40E+06,-5.15E+06
38.332795,0.362441,-0.228554,-1.889784,38.332795,0.01531,-5.277135,-0.667235,38.332795,0.37775,-5.505689,-2.557018,38.332795,0.386475,-5.632067,-2.772576,38.332795,163028.0266,-1.40E+06,-5.15E+06
38.379763,0.352293,-0.21363,-1.783221,38.379763,0.016702,-6.096638,-0.744359,38.379763,0.368995,-6.310268,-2.52758,38.379763,0.381721,-5.716356,-2.684253,38.379763,163028.0317,-1.40E+06,-5.15E+06
38.430584,0.348574,-0.202288,-1.709031,38.430584,0.015489,-6.033973,-0.708702,38.430584,0.364063,-6.236261,-2.417733,38.430584,0.375423,-5.812663,-2.583993,38.430584,163028.0379,-1.40E+06,-5.15E+06
38.473536,0.350581,-0.196436,-1.675084,38.473536,0.014929,-6.154255,-0.699325,38.473536,0.36551,-6.350691,-2.374409,38.473536,0.371285,-5.830515,-2.499994,38.473536,163028.0429,-1.40E+06,-5.15E+06
38.531011,0.353969,-0.189738,-1.635709,38.531011,0.01289,-5.739831,-0.624085,38.531011,0.366859,-5.929569,-2.259793,38.531011,0.368751,-5.753943,-2.395466,38.531011,163028.0485,-1.40E+06,-5.15E+06
38.582209,0.356971,-0.184484,-1.603213,38.582209,0.011243,-5.366791,-0.561243,38.582209,0.368214,-5.551275,-2.164456,38.582209,0.368492,-5.613848,-2.308912,38.582209,163028.0528,-1.40E+06,-5.15E+06
38.638504,0.352192,-0.173484,-1.529549,38.638504,0.010223,-5.28046,-0.529058,38.638504,0.362415,-5.453944,-2.058607,38.638504,0.366876,-5.551173,-2.219856,38.638504,163028.0576,-1.40E+06,-5.15E+06
38.681403,0.345773,-0.163234,-1.461532,38.681403,0.01161,-6.38406,-0.618898,38.681403,0.357383,-6.547295,-2.08043,38.681403,0.364163,-5.575531,-2.153792,38.681403,163028.0618,-1.40E+06,-5.15E+06
38.721292,0.33985,-0.153383,-1.399078,38.721292,0.01001,-5.851249,-0.54987,38.721292,0.34986,-6.004632,-1.948948,38.721292,0.360162,-5.653912,-2.091694,38.721292,163028.0662,-1.40E+06,-5.15E+06
38.768225,0.337183,-0.144239,-1.346238,38.768225,0.008458,-5.330091,-0.482683,38.768225,0.345641,-5.47433,-1.828921,38.768225,0.355499,-5.728334,-2.018268,38.768225,163028.0714,-1.40E+06,-5.15E+06
38.823304,0.33944,-0.136631,-1.309247,38.823304,0.008414,-5.81626,-0.504143,38.823304,0.347855,-5.952891,-1.81339,38.823304,0.351263,-5.74877,-1.933476,38.823304,163028.0772,-1.40E+06,-5.15E+06
38.861359,0.343611,-0.133483,-1.296826,38.861359,0.006663,-4.916726,-0.413607,38.861359,0.350274,-5.050208,-1.710433,38.861359,0.350852,-5.664557,-1.879271,38.861359,163028.0804,-1.40E+06,-5.15E+06
38.902959,0.344875,-0.128713,-1.270991,38.902959,0.006874,-5.454839,-0.444274,38.902959,0.351749,-5.583553,-1.715265,38.902959,0.351111,-5.564286,-1.82446,38.902959,163028.0835,-1.40E+06,-5.15E+06
38.95288,0.345138,-0.122704,-1.236539,38.95288,0.005826,-5.059988,-0.396551,38.95288,0.350964,-5.182692,-1.63309,38.95288,0.35123,-5.454132,-1.761586,38.95288,163028.087,-1.40E+06,-5.15E+06
38.993923,0.338996,-0.114638,-1.183979,38.993923,0.005413,-5.082563,-0.385923,38.993923,0.344409,-5.197202,-1.569902,38.993923,0.349825,-5.456146,-1.713034,38.993923,163028.0903,-1.40E+06,-5.15E+06
39.034755,0.333927,-0.106932,-1.136348,39.034755,0.005307,-5.410832,-0.398032,39.034755,0.339234,-5.517764,-1.53438,39.034755,0.347072,-5.502637,-1.664078,39.034755,163028.094,-1.40E+06,-5.15E+06
39.08483,0.329089,-0.09778,-1.083604,39.08483,0.004999,-5.682352,-0.401897,39.08483,0.334088,-5.780132,-1.485502,39.08483,0.342491,-5.602547,-1.603886,39.08483,163028.099,-1.40E+06,-5.15E+06
39.132257,0.327512,-0.090525,-1.04592,39.132257,0.004612,-5.859478,-0.399204,39.132257,0.332124,-5.950003,-1.445124,39.132257,0.338914,-5.663374,-1.548124,39.132257,163028.1035,-1.40E+06,-5.15E+06
39.178252,0.332629,-0.086548,-1.034202,39.178252,0.0038,-5.419775,-0.356161,39.178252,0.336429,-5.506323,-1.390363,39.178252,0.336991,-5.629872,-1.494909,39.178252,163028.1047,-1.40E+06,-5.15E+06
39.231389,0.335943,-0.087596,-1.015652,39.231389,0.003302,-5.489761,-0.347904,39.231389,0.339245,-5.577357,-1.363555,39.231389,0.337575,-5.526871,-1.442019,39.231389,163028.0963,-1.40E+06,-5.15E+06
39.29132,0.335935,-0.100782,-0.983574,39.29132,0.002559,-5.513917,-0.336646,39.29132,0.338494,-5.614699,-1.32022,39.29132,0.338897,-5.414198,-1.389751,39.29132,163028.0883,-1.40E+06,-5.15E+06
39.335802,0.330562,-0.114643,-0.938716,39.335802,0.001779,-5.267639,-0.312165,39.335802,0.332341,-5.382282,-1.250881,39.335802,0.337602,-5.432231,-1.351129,39.335802,163028.0839,-1.40E+06,-5.15E+06
39.379478,0.323832,-0.130627,-0.88513,39.379478,0.001021,-5.350631,-0.306495,39.379478,0.324853,-5.481257,-1.191625,39.379478,0.334188,-5.527254,-1.309585,39.379478,163028.081,-1.40E+06,-5.15E+06
39.42207,0.320199,-0.150126,-0.836869,39.42207,0.000159,-6.193912,-0.341062,39.42207,0.320358,-6.344038,-1.177931,39.42207,0.330081,-5.624571,-1.26369,39.42207,163028.0792,-1.40E+06,-5.15E+06
39.469127,0.31872,-0.17581,-0.784923,39.469127,-0.001107,-6.116152,-0.319463,39.469127,0.317613,-6.291961,-1.104386,39.469127,0.325576,-5.706129,-1.206379,39.469127,163028.0779,-1.40E+06,-5.15E+06
39.516982,0.320939,-0.208232,-0.736739,39.516982,-0.002288,-5.519939,-0.270079,39.516982,0.318651,-5.728171,-1.006818,39.516982,0.322984,-5.684237,-1.141682,39.516982,163028.0764,-1.40E+06,-5.15E+06
39.556415,0.320736,-0.235354,-0.686031,39.556415,-0.003242,-5.201678,-0.238609,39.556415,0.317493,-5.437032,-0.92464,39.556415,0.321476,-5.641611,-1.083524,39.556415,163028.0753,-1.40E+06,-5.15E+06
39.606879,0.319326,-0.270743,-0.610779,39.606879,-0.00493,-5.408085,-0.224458,39.606879,0.314396,-5.678829,-0.835237,39.606879,0.319501,-5.573546,-1.00067,39.606879,163028.0741,-1.40E+06,-5.15E+06
39.660209,0.310239,-0.299043,-0.503273,39.660209,-0.006832,-5.507242,-0.199999,39.660209,0.303407,-5.806284,-0.703272,39.660209,0.315133,-5.605079,-0.90178,39.660209,163028.0739,-1.40E+06,-5.15E+06
39.714852,0.29887,-0.32202,-0.379333,39.714852,-0.008718,-5.43835,-0.165134,39.714852,0.290151,-5.76037,-0.544468,39.714852,0.306942,-5.759766,-0.78447,39.714852,163028.0754,-1.40E+06,-5.15E+06
39.758559,0.293861,-0.344204,-0.28221,39.758559,-0.011731,-6.143311,-0.154552,39.758559,0.282131,-6.487516,-0.436762,39.758559,0.299307,-5.886336,-0.678853,39.758559,163028.0773,-1.40E+06,-5.15E+06
39.810269,0.289015,-0.371019,-0.162417,39.810269,-0.013758,-6.013983,-0.111433,39.810269,0.275257,-6.385002,-0.273849,39.810269,0.291009,-5.995005,-0.543067,39.810269,163028.0798,-1.40E+06,-5.15E+06
39.865421,0.289647,-0.41007,-0.034216,39.865421,-0.014991,-5.538071,-0.060625,39.865421,0.274656,-5.948142,-0.09484,39.865421,0.284399,-5.977484,-0.386428,39.865421,163028.0821,-1.40E+06,-5.15E+06
39.919862,0.287261,-0.443561,0.104596,39.919862,-0.016611,-5.30098,-0.015937,39.919862,0.27065,-5.744541,0.088659,39.919862,0.27954,-5.898007,-0.222134,39.919862,163028.0841,-1.40E+06,-5.15E+06
39.985575,0.27699,-0.4659,0.285822,39.985575,-0.021077,-5.75357,0.041074,39.985575,0.255913,-6.21947,0.326896,39.985575,0.271791,-5.883694,-0.00992,39.985575,163028.0874,-1.40E+06,-5.15E+06
40.039911,0.264294,-0.469635,0.44012,40.039911,-0.024213,-5.888838,0.093968,40.039911,0.240081,-6.358473,0.534088,40.039911,0.261653,-6.012188,0.178003,40.039911,163028.0917,-1.40E+06,-5.15E+06
40.097756,0.254906,-0.478465,0.608702,40.097756,-0.026997,-5.872765,0.151085,40.097756,0.227909,-6.351229,0.759787,40.097756,0.248927,-6.184016,0.388933,40.097756,163028.0975,-1.40E+06,-5.15E+06
40.158155,0.251104,-0.500902,0.79571,40.158155,-0.028315,-5.54177,0.201067,40.158155,0.222789,-6.042672,0.996777,40.158155,0.238024,-6.237524,0.618244,40.158155,163028.1035,-1.40E+06,-5.15E+06
40.21245,0.250426,-0.528447,0.975985,40.21245,-0.029758,-5.339723,0.245795,40.21245,0.220668,-5.86817,1.22178,40.21245,0.23095,-6.159055,0.829818,40.21245,163028.1085,-1.40E+06,-5.15E+06
40.272507,0.244767,-0.543502,1.170871,40.272507,-0.031643,-5.198623,0.296571,40.272507,0.213124,-5.742124,1.467442,40.272507,0.223853,-6.062671,1.07059,40.272507,163028.1141,-1.40E+06,-5.15E+06
40.334105,0.232254,-0.534304,1.348691,40.334105,-0.037303,-5.640833,0.3866,40.334105,0.194951,-6.175137,1.735292,40.334105,0.214757,-6.0601,1.325156,40.334105,163028.1207,-1.40E+06,-5.15E+06
40.386174,0.22239,-0.523656,1.498615,40.386174,-0.039659,-5.621814,0.440434,40.386174,0.182731,-6.14547,1.93905,40.386174,0.203335,-6.178612,1.541934,40.386174,163028.128,-1.40E+06,-5.15E+06
40.45172,0.21442,-0.520461,1.706214,40.45172,-0.043437,-5.711776,0.518499,40.45172,0.170984,-6.232237,2.224713,40.45172,0.188854,-6.311586,1.816902,40.45172,163028.138,-1.40E+06,-5.15E+06
40.516134,0.210664,-0.529401,1.935612,40.516134,-0.046653,-5.732005,0.590822,40.516134,0.164011,-6.261406,2.526434,40.516134,0.178342,-6.287737,2.08917,40.516134,163028.1474,-1.40E+06,-5.15E+06
40.564717,0.208394,-0.537612,2.115634,40.564717,-0.044513,-5.213935,0.585948,40.564717,0.163881,-5.751547,2.701582,40.564717,0.172868,-6.174649,2.295257,40.564717,163028.1541,-1.40E+06,-5.15E+06
40.629622,0.200994,-0.530228,2.321091,40.629622,-0.051234,-5.654299,0.705626,40.629622,0.14976,-6.184527,3.026717,40.629622,0.165683,-6.041753,2.572662,40.629622,163028.1634,-1.40E+06,-5.15E+06
40.692831,0.188695,-0.498288,2.463554,40.692831,-0.05728,-5.993105,0.819583,40.692831,0.131415,-6.491393,3.283137,40.692831,0.15473,-6.089712,2.842282,40.692831,163028.174,-1.40E+06,-5.15E+06
40.748254,0.18078,-0.47688,2.60689,40.748254,-0.055982,-5.609643,0.825024,40.748254,0.124799,-6.086522,3.431913,40.748254,0.14269,-6.209073,3.06974,40.748254,163028.1846,-1.40E+06,-5.15E+06
40.804889,0.175907,-0.465256,2.784262,40.804889,-0.065568,-6.305324,0.992941,40.804889,0.110339,-6.77058,3.777203,40.804889,0.132039,-6.265614,3.298721,40.804889,163028.1955,-1.40E+06,-5.15E+06
40.862375,0.173759,-0.462631,2.999665,40.862375,-0.059573,-5.509215,0.925462,40.862375,0.114185,-5.971846,3.925127,40.862375,0.12418,-6.205227,3.526548,40.862375,163028.2134,-1.40E+06,-5.15E+06
40.92141,0.171516,-0.447903,3.218969,40.92141,-0.0602,-5.365303,0.961274,40.92141,0.111316,-5.813206,4.180243,40.92141,0.11953,-6.032341,3.76416,40.92141,163028.2362,-1.40E+06,-5.15E+06
40.971816,0.16687,-0.41163,3.349575,40.971816,-0.059956,-5.196638,0.980637,40.971816,0.106915,-5.608268,4.330212,40.971816,0.114638,-5.940842,3.965229,40.971816,163028.2541,-1.40E+06,-5.15E+06
41.025212,0.158374,-0.349276,3.396794,41.025212,-0.07213,-6.094001,1.209534,41.025212,0.086244,-6.443277,4.606328,41.025212,0.107227,-5.964399,4.175391,41.025212,163028.2721,-1.40E+06,-5.15E+06
41.085175,0.153092,-0.286569,3.48964,41.085175,-0.065999,-5.445198,1.136658,41.085175,0.087093,-5.731767,4.626297,41.085175,0.097041,-6.053981,4.381579,41.085175,163028.2913,-1.40E+06,-5.15E+06
41.149388,0.151638,-0.226858,3.633629,41.149388,-0.07084,-5.727241,1.253268,41.149388,0.080798,-5.954099,4.886898,41.149388,0.089109,-6.053391,4.578727,41.149388,163028.3097,-1.40E+06,-5.15E+06
41.195548,0.152254,-0.185784,3.74973,41.195548,-0.06512,-5.203341,1.173235,41.195548,0.087134,-5.389125,4.922965,41.195548,0.086612,-5.947318,4.707306,41.195548,163028.3212,-1.40E+06,-5.15E+06
41.245179,0.152677,-0.139015,3.847212,41.245179,-0.06579,-5.203787,1.207481,41.245179,0.086888,-5.342802,5.054693,41.245179,0.086447,-5.762629,4.835345,41.245179,163028.3322,-1.40E+06,-5.15E+06
41.306713,0.151133,-0.075133,3.884967,41.306713,-0.064975,-5.093647,1.218234,41.306713,0.086157,-5.168779,5.103202,41.306713,0.085863,-5.592729,4.971929,41.306713,163028.345,-1.40E+06,-5.15E+06
41.365299,0.149005,-0.014448,3.867685,41.365299,-0.075642,-5.902016,1.444768,41.365299,0.073363,-5.916464,5.312452,41.365299,0.083774,-5.532871,5.073848,41.365299,163028.3569,-1.40E+06,-5.15E+06
41.419786,0.147093,0.039629,3.822954,41.419786,-0.075009,-5.846361,1.455378,41.419786,0.072084,-5.806732,5.278332,41.419786,0.079775,-5.594262,5.14208,41.419786,163028.368,-1.40E+06,-5.15E+06
41.479541,0.149437,0.091332,3.855392,41.479541,-0.075107,-5.864893,1.480529,41.479541,0.074331,-5.773561,5.335921,41.479541,0.078548,-5.55757,5.189907,41.479541,163028.3789,-1.40E+06,-5.15E+06
41.532538,0.153365,0.134547,3.907701,41.532538,-0.06262,-4.909332,1.250492,41.532538,0.090745,-4.774785,5.158193,41.532538,0.079933,-5.448554,5.212028,41.532538,163028.3873,-1.40E+06,-5.15E+06
41.589249,0.15705,0.178406,3.927275,41.589249,-0.062618,-4.940566,1.266593,41.589249,0.094432,-4.76216,5.193868,41.589249,0.084212,-5.257787,5.225838,41.589249,163028.395,-1.40E+06,-5.15E+06
41.645242,0.157906,0.217636,3.855839,41.645242,-0.067223,-5.34999,1.375515,41.645242,0.090683,-5.132355,5.231354,41.645242,0.087605,-5.144429,5.226287,41.645242,163028.4021,-1.40E+06,-5.15E+06
41.70877,0.158375,0.256668,3.741597,41.70877,-0.066875,-5.391074,1.384423,41.70877,0.0915,-5.134406,5.12602,41.70877,0.089067,-5.142361,5.199307,41.70877,163028.4102,-1.40E+06,-5.15E+06
41.759312,0.158338,0.2833,3.62879,41.759312,-0.068765,-5.612537,1.435307,41.759312,0.089573,-5.329237,5.064097,41.759312,0.089076,-5.216547,5.163871,41.759312,163028.4165,-1.40E+06,-5.15E+06
41.808036,0.162101,0.31019,3.600201,41.808036,-0.063473,-5.251002,1.334438,41.808036,0.098628,-4.940812,4.934639,41.808036,0.090654,-5.223513,5.111071,41.808036,163028.4218,-1.40E+06,-5.15E+06
41.866859,0.169929,0.344011,3.62528,41.866859,-0.061396,-5.170682,1.301038,41.866859,0.108533,-4.82667,4.926318,41.866859,0.09616,-5.093365,5.033729,41.866859,163028.4266,-1.40E+06,-5.15E+06
41.917753,0.174121,0.366449,3.576444,41.917753,-0.062545,-5.356045,1.333653,41.917753,0.111576,-4.989596,4.910097,41.917753,0.102595,-4.94678,4.968362,41.917753,163028.4296,-1.40E+06,-5.15E+06
41.972561,0.176072,0.38293,3.460193,41.972561,-0.058336,-5.094237,1.251269,41.972561,0.117736,-4.711307,4.711462,41.972561,0.108436,-4.856865,4.890111,41.972561,163028.4326,-1.40E+06,-5.15E+06
42.022585,0.177347,0.394217,3.339534,42.022585,-0.061366,-5.464086,1.322297,42.022585,0.115981,-5.069869,4.661831,42.022585,0.112,-4.857547,4.806581,42.022585,163028.4352,-1.40E+06,-5.15E+06
42.074976,0.177918,0.402059,3.196841,42.074976,-0.062795,-5.715243,1.358459,42.074976,0.115123,-5.313184,4.5553,42.074976,0.114114,-4.940359,4.711171,42.074976,163028.4379,-1.40E+06,-5.15E+06
42.123178,0.181167,0.412764,3.116802,42.123178,-0.062371,-5.799605,1.353287,42.123178,0.118796,-5.386841,4.470088,42.123178,0.116212,-5.006439,4.611768,42.123178,163028.44,-1.40E+06,-5.15E+06
42.169542,0.186801,0.426391,3.082034,42.169542,-0.055476,-5.270122,1.206586,42.169542,0.131325,-4.843731,4.28862,42.169542,0.120235,-4.986451,4.510673,42.169542,163028.4411,-1.40E+06,-5.15E+06
42.212838,0.192678,0.438652,3.054903,42.212838,-0.050479,-4.895025,1.099996,42.212838,0.142198,-4.456373,4.154899,42.212838,0.125886,-4.89563,4.41549,42.212838,163028.4412,-1.40E+06,-5.15E+06
42.269079,0.198545,0.44836,2.982762,42.269079,-0.046599,-4.645286,1.017417,42.269079,0.151946,-4.196927,4.000179,42.269079,0.134159,-4.754062,4.292206,42.269079,163028.4405,-1.40E+06,-5.15E+06
42.329859,0.199929,0.445707,2.822752,42.329859,-0.049764,-5.118472,1.087802,42.329859,0.150165,-4.672765,3.910554,42.329859,0.140917,-4.716774,4.159229,42.329859,163028.4395,-1.40E+06,-5.15E+06
42.382836,0.200392,0.440476,2.676088,42.382836,-0.052486,-5.555719,1.147446,42.382836,0.147906,-5.115243,3.823534,42.382836,0.144314,-4.789844,4.036474,42.382836,163028.4389,-1.40E+06,-5.15E+06
42.426032,0.202151,0.438511,2.579921,42.426032,-0.049344,-5.351459,1.078229,42.426032,0.152806,-4.912948,3.65815,42.426032,0.146463,-4.870664,3.931632,42.426032,163028.4382,-1.40E+06,-5.15E+06
42.467877,0.206415,0.441392,2.523188,42.467877,-0.045262,-5.028283,0.988137,42.467877,0.161153,-4.586892,3.511326,42.467877,0.149152,-4.913375,3.825639,42.467877,163028.4372,-1.40E+06,-5.15E+06
42.527987,0.214712,0.448084,2.466719,42.527987,-0.04573,-5.26205,0.996521,42.527987,0.168982,-4.813966,3.46324,42.527987,0.15604,-4.85049,3.674692,42.527987,163028.4345,-1.40E+06,-5.15E+06
42.589605,0.222149,0.450134,2.389762,42.589605,-0.044135,-5.268837,0.959357,42.589605,0.178014,-4.818704,3.349119,42.589605,0.16532,-4.703883,3.523538,42.589605,163028.4305,-1.40E+06,-5.15E+06
42.63792,0.223002,0.440362,2.270639,42.63792,-0.040772,-5.013402,0.883967,42.63792,0.18223,-4.573039,3.154606,42.63792,0.171553,-4.654166,3.410135,42.63792,163028.4271,-1.40E+06,-5.15E+06
42.69715,0.221383,0.423041,2.102697,42.69715,-0.04334,-5.532315,0.935634,42.69715,0.178044,-5.109274,3.038331,42.69715,0.175677,-4.740185,3.26929,42.69715,163028.4235,-1.40E+06,-5.15E+06
42.746571,0.223899,0.416422,2.009932,42.746571,-0.039339,-5.185566,0.845484,42.746571,0.18456,-4.769144,2.855416,42.746571,0.177692,-4.844141,3.14509,42.746571,163028.4207,-1.40E+06,-5.15E+06
42.804782,0.227281,0.409211,1.908764,42.804782,-0.040479,-5.544883,0.864667,42.804782,0.186803,-5.135672,2.773431,42.804782,0.180417,-4.956941,3.002553,42.804782,163028.4172,-1.40E+06,-5.15E+06
42.84322,0.233514,0.411106,1.879224,42.84322,-0.041666,-5.855305,0.886118,42.84322,0.191849,-5.4442,2.765342,42.84322,0.184265,-4.929319,2.90696,42.84322,163028.4141,-1.40E+06,-5.15E+06
42.889875,0.239692,0.409722,1.828354,42.889875,-0.030928,-4.483883,0.654061,42.889875,0.208764,-4.074161,2.482414,42.889875,0.190656,-4.835261,2.795672,42.889875,163028.4097,-1.40E+06,-5.15E+06
42.93805,0.243551,0.402908,1.753511,42.93805,-0.033464,-5.011848,0.70323,42.93805,0.210087,-4.60894,2.456741,42.93805,0.197573,-4.733715,2.68446,42.93805,163028.4047,-1.40E+06,-5.15E+06
42.992883,0.244704,0.389627,1.645649,42.992883,-0.030843,-4.796663,0.642893,42.992883,0.213861,-4.407035,2.288542,42.992883,0.202936,-4.721431,2.559389,42.992883,163028.3993,-1.40E+06,-5.15E+06
